Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
14196.651125909064,4755.921367495028,0.0,82.41337715556898,9327.86657737133,30.44980388709232
